playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penalityminutesdrawn,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists
8470794,2020,Joe Pavelski,DAL,C,56,1065.53,1395,139,242,51,25,26,14,12,39,64,17,20,364,335,8,16,12,24,18,10,8,0,0,0
8479514,2020,Rem Pitlick,NSH,C,10,113.03,150,11,13,2,0,2,2,0,1,8,0,3,15,21,2,4,1,2,0,0,0,0,0,0
8477948,2020,Travis Sanheim,PHI,D,55,1203.4,1595,99,195,14,2,12,5,7,73,48,17,40,0,0,10,23,10,23,0,0,0,0,0,0
8480950,2020,Ilya Lyubushkin,ARI,D,42,658.78,897,36,72,2,1,1,1,0,72,103,8,13,0,0,5,10,5,10,0,0,0,0,0,0
8470144,2020,Frans Nielsen,DET,C,29,350.58,496,24,37,6,1,5,3,2,12,23,7,4,20,19,0,0,4,8,0,0,0,0,0,0
8475163,2020,Alex Chiasson,EDM,R,45,561.78,682,65,99,16,9,7,3,4,7,40,13,10,2,3,6,21,3,12,7,5,2,0,0,0
8480802,2020,Ryan McLeod,EDM,C,10,127.88,167,3,12,1,0,1,1,0,5,3,1,6,41,40,0,0,1,2,0,0,0,0,0,0
8482654,2020,Jackson Cates,PHI,C,4,42.4,66,7,8,1,0,1,1,0,0,0,1,1,13,11,0,0,1,2,0,0,0,0,0,0
8475842,2020,Sam Carrick,ANA,C,13,167.98,240,23,35,6,2,4,2,2,3,29,2,6,33,30,6,18,8,22,1,0,1,0,0,0
8475760,2020,Nick Bjugstad,MIN,C,44,519.68,650,78,117,17,6,11,7,4,22,48,12,10,127,145,7,17,4,13,1,0,1,0,0,0
8475168,2020,Matt Duchene,NSH,C,34,537.87,651,72,125,13,6,7,5,2,10,30,13,15,161,139,3,6,11,22,2,0,2,0,0,0
8475166,2020,John Tavares,TOR,C,56,1019,1189,163,278,50,19,31,18,13,28,51,32,55,470,381,7,14,13,26,10,5,5,0,0,0
8480186,2020,Alexander Volkov,ANA,R,37,430.88,568,35,51,13,7,6,1,5,25,36,11,5,2,3,3,6,3,6,0,0,0,0,0,0
8475625,2020,Matt Irwin,BUF,D,24,390.02,462,27,46,2,0,2,2,0,43,56,7,7,0,0,8,19,3,9,0,0,0,0,0,0
8479393,2020,Noah Gregor,S.J,C,30,351.75,491,60,98,6,5,1,0,1,19,47,11,6,20,49,3,6,4,8,0,0,0,0,0,0
8477038,2020,Nikita Gusev,FLA,L,27,388.73,487,58,96,10,4,6,3,3,1,3,9,18,0,0,1,2,2,4,2,0,2,0,0,0
8479996,2020,Cody Glass,VGK,C,27,392.58,493,28,55,10,4,6,4,2,9,10,11,6,110,149,4,8,6,12,5,4,1,0,0,0
8475171,2020,Oliver Ekman-Larsson,ARI,D,46,964.52,1211,83,175,24,3,21,11,10,26,72,12,25,0,0,16,32,8,16,14,2,12,0,0,0
8474709,2020,Matt Martin,NYI,L,54,597.73,835,68,93,11,6,5,4,1,23,181,11,6,3,9,10,26,8,22,2,1,1,0,0,0
8475167,2020,Victor Hedman,T.B,D,54,1352.73,1500,138,313,45,9,36,22,14,73,51,12,28,0,0,13,28,10,20,23,1,22,0,0,0
8474715,2020,Cam Atkinson,CBJ,R,56,1059.13,1321,158,250,34,15,19,12,7,30,22,22,45,7,23,2,4,6,10,9,1,8,3,3,0
8476470,2020,Nathan Beaulieu,WPG,D,25,418.18,523,26,52,1,0,1,0,1,30,39,3,23,0,0,7,20,3,12,0,0,0,0,0,0
8480945,2020,Juuso Riikola,PIT,D,2,22.85,34,1,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477962,2020,Brendan Lemieux,L.A,L,49,495.23,719,50,94,11,4,7,5,2,26,109,8,13,6,20,18,51,21,59,0,0,0,0,0,0
8477210,2020,Buddy Robinson,CGY,R,9,64.23,103,6,13,0,0,0,0,0,0,14,4,2,1,2,0,0,1,2,0,0,0,0,0,0
8478402,2020,Connor McDavid,EDM,C,56,1240.3,1182,200,314,105,33,72,50,22,24,61,36,47,316,321,10,20,28,54,33,9,24,0,0,0
8476624,2020,Barclay Goodrow,T.B,C,55,831.58,1131,72,102,20,6,14,6,8,27,110,16,12,163,161,20,52,10,32,0,0,0,0,0,0
8478430,2020,Oliver Kylington,CGY,D,8,104.65,151,7,16,1,0,1,1,0,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
8475455,2020,Brenden Dillon,WSH,D,56,1060.78,1326,51,138,19,2,17,7,10,61,143,13,27,0,0,16,44,8,28,1,0,1,1,0,1
8478996,2020,Adam Brooks,TOR,C,11,117.43,170,10,14,5,4,1,0,1,2,14,4,4,7,10,0,0,1,2,1,1,0,1,1,0
8476850,2020,Ryan Murray,N.J,D,48,893.8,1098,29,67,14,0,14,4,10,73,38,11,22,0,0,3,8,0,0,0,0,0,0,0,0
8479442,2020,Troy Stecher,DET,D,44,760.63,952,55,129,11,3,8,2,6,44,33,9,29,0,0,6,12,4,8,0,0,0,0,0,0
8474589,2020,Tyler Ennis,EDM,C,30,363.78,463,38,59,9,3,6,3,3,6,43,10,9,6,3,3,6,4,8,0,0,0,0,0,0
8477126,2020,Jayson Megna,COL,C,7,71.77,107,12,15,2,0,2,2,0,3,14,1,0,12,10,0,0,3,6,0,0,0,0,0,0
8475799,2020,Nino Niederreiter,CAR,R,56,880.18,1090,126,205,35,20,15,8,7,17,68,16,26,1,6,13,29,11,27,5,4,1,0,0,0
8478873,2020,Troy Terry,ANA,R,48,705.63,957,69,129,20,7,13,10,3,13,5,19,23,2,2,8,18,12,24,0,0,0,0,0,0
8479364,2020,Tim Gettinger,NYR,L,2,23.65,36,2,2,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8477541,2020,Dakota Mermis,MIN,D,3,49.2,59,2,6,0,0,0,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8477346,2020,MacKenzie Weegar,FLA,D,54,1194.33,1515,101,181,36,6,30,14,16,83,114,43,51,0,0,17,35,12,27,1,0,1,2,0,2
8478010,2020,Brayden Point,T.B,C,56,1030.72,1182,131,213,48,23,25,12,13,17,23,27,11,256,262,4,11,21,47,14,5,9,0,0,0
8476399,2020,Blake Coleman,T.B,C,55,851.53,1149,121,181,31,14,17,7,10,20,109,25,19,2,7,17,37,19,39,1,1,0,0,0,0
8476853,2020,Morgan Rielly,TOR,D,55,1298.68,1425,101,218,36,5,31,11,20,61,63,19,75,0,0,7,14,6,12,9,1,8,1,0,1
8479661,2020,Tanner Jeannot,NSH,L,15,181.95,248,23,33,7,5,2,2,0,7,53,0,5,1,2,1,2,2,4,0,0,0,2,1,1
8474166,2020,Alec Martinez,VGK,D,53,1196.2,1355,85,183,31,9,22,9,13,165,44,12,26,0,0,6,12,1,2,8,3,5,0,0,0
8480807,2020,Mattias Samuelsson,BUF,D,12,216.37,249,10,20,2,0,2,0,2,10,20,2,4,0,0,2,4,3,6,0,0,0,0,0,0
8477505,2020,Alex Wennberg,FLA,C,56,1018.77,1291,81,132,29,17,12,7,5,36,29,29,20,389,400,4,8,12,24,5,2,3,1,1,0
8476479,2020,Phillip Danault,MTL,C,53,894.7,1261,73,140,24,5,19,15,4,28,76,14,31,475,431,12,24,8,16,0,0,0,1,0,1
8474150,2020,Mikael Backlund,CGY,C,54,950.08,1261,144,244,32,9,23,9,14,21,43,48,49,387,358,14,30,9,20,6,0,6,2,1,1
8477043,2020,Christian Djoos,DET,D,36,542.93,714,39,77,11,2,9,5,4,26,10,5,21,0,0,7,14,2,6,4,1,3,0,0,0
8475231,2020,Casey Cizikas,NYI,C,56,774.92,1114,72,112,14,7,7,5,2,25,112,12,16,342,297,12,27,13,31,0,0,0,0,0,0
8476873,2020,Mark Jankowski,PIT,C,45,482,737,35,62,11,4,7,2,5,21,35,14,3,152,172,3,6,2,4,0,0,0,0,0,0
8476454,2020,Ryan Nugent-Hopkins,EDM,C,52,1079.87,1085,135,243,35,16,19,10,9,29,26,22,33,73,87,11,22,11,22,19,8,11,0,0,0
8475200,2020,Dmitry Orlov,WSH,D,51,1010.55,1208,83,164,22,8,14,6,8,50,87,30,25,0,0,10,20,4,8,2,0,2,0,0,0
8474581,2020,Jake Gardiner,CAR,D,26,417.23,502,23,62,8,0,8,4,4,15,15,5,13,0,0,4,11,1,5,3,0,3,0,0,0
8478846,2020,Christian Wolanin,L.A,D,18,239.58,315,16,32,3,0,3,2,1,7,3,1,13,0,0,4,8,1,2,0,0,0,0,0,0
8479400,2020,Pierre-Luc Dubois,WPG,L,46,690.28,899,76,131,21,9,12,5,7,26,59,18,10,166,216,14,28,13,26,6,1,5,0,0,0
8479980,2020,Nicolas Hague,VGK,D,52,831.97,1057,78,185,17,5,12,6,6,65,94,10,15,0,0,14,31,8,19,0,0,0,0,0,0
8475790,2020,Erik Gudbranson,NSH,D,45,806.62,1047,58,121,4,1,3,1,2,64,111,6,33,0,0,19,49,13,35,0,0,0,0,0,0
8474149,2020,Evgenii Dadonov,OTT,R,55,856.83,1099,89,163,20,13,7,5,2,26,38,17,25,0,1,2,4,8,16,1,0,1,0,0,0
8477435,2020,Ryan Graves,COL,D,54,1029.02,1248,101,226,15,2,13,6,7,91,77,18,24,0,0,16,35,3,9,0,0,0,0,0,0
8478069,2020,Daniel Walcott,T.B,L,1,10.05,15,1,1,0,0,0,0,0,0,7,1,0,0,1,1,5,1,5,0,0,0,0,0,0
8476872,2020,Scott Laughton,PHI,C,53,816.93,1167,89,133,20,9,11,9,2,34,141,20,17,211,220,13,29,9,21,0,0,0,1,1,0
8477986,2020,Brandon Montour,FLA,D,50,1024.17,1191,94,173,18,7,11,7,4,62,54,15,22,0,0,15,30,6,12,1,0,1,1,1,0
8474027,2020,Justin Braun,PHI,D,53,982.48,1369,59,119,6,1,5,1,4,73,78,7,31,0,0,9,18,2,4,0,0,0,0,0,0
8478233,2020,Andrew Mangiapane,CGY,L,56,933.05,1254,91,169,32,18,14,13,1,33,51,40,18,2,15,11,24,11,22,5,2,3,1,1,0
8470604,2020,Jeff Carter,PIT,C,54,894.53,1218,154,226,30,17,13,8,5,30,41,20,16,153,161,11,22,2,4,3,1,2,0,0,0
8479465,2020,Drake Caggiula,BUF,C,38,471.3,672,46,77,10,3,7,4,3,9,64,9,10,6,8,7,19,6,15,0,0,0,0,0,0
8480831,2020,Alec Regula,CHI,D,3,37.13,43,1,4,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
8479366,2020,Logan Brown,OTT,C,1,9.67,13,0,2,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0
8476807,2020,Matt Tennyson,N.J,D,21,304.6,428,14,29,3,1,2,2,0,25,32,1,8,0,0,1,2,1,2,0,0,0,0,0,0
8482248,2020,Fredrik Handemark,S.J,C,8,75.65,106,5,8,1,1,0,0,0,1,14,2,3,29,30,1,2,0,0,0,0,0,0,0,0
8477359,2020,Tucker Poolman,WPG,D,39,714.02,899,50,97,1,0,1,1,0,49,69,8,34,0,0,1,2,6,12,0,0,0,0,0,0
8479550,2020,Tanner Laczynski,PHI,C,5,49.88,83,6,9,0,0,0,0,0,1,5,2,1,11,16,0,0,0,0,0,0,0,0,0,0
8476870,2020,Stefan Matteau,CBJ,C,18,194.83,279,15,29,1,1,0,0,0,9,35,7,5,2,5,3,9,2,7,0,0,0,0,0,0
8481077,2020,John Leonard,S.J,L,44,495.52,708,60,104,13,3,10,7,3,17,25,13,11,0,1,1,2,2,4,1,1,0,0,0,0
8479026,2020,Philippe Myers,PHI,D,44,830.78,1120,76,168,11,1,10,5,5,40,69,19,27,0,0,11,22,5,10,0,0,0,0,0,0
8475208,2020,Brian Dumoulin,PIT,D,41,916.78,1076,50,104,14,4,10,3,7,55,63,24,18,0,0,6,12,8,16,0,0,0,1,0,1
8475807,2020,Joakim Nordstrom,CGY,C,44,508.47,754,46,81,7,1,6,1,5,30,92,10,11,5,10,3,6,8,16,0,0,0,0,0,0
8476856,2020,Matt Dumba,MIN,D,51,1135.5,1184,88,185,20,5,15,9,6,75,74,11,32,0,0,13,26,8,16,5,1,4,0,0,0
8474568,2020,Luke Schenn,T.B,D,38,407.53,588,42,89,4,2,2,2,0,16,99,6,10,0,0,13,41,5,25,0,0,0,0,0,0
8477015,2020,Connor Brown,OTT,R,56,1021.55,1333,123,200,35,21,14,6,8,30,22,56,29,12,15,6,12,9,18,2,1,1,5,5,0
8476346,2020,Johnny Gaudreau,CGY,L,56,1031.17,1225,112,197,48,19,29,22,7,9,8,23,59,0,1,3,6,18,36,17,6,11,0,0,0
8478398,2020,Kyle Connor,WPG,L,56,1050.2,1171,166,302,49,26,23,13,10,18,18,37,32,6,4,6,12,9,18,11,8,3,0,0,0
8481014,2020,Alexander Romanov,MTL,D,54,932.3,1076,71,191,6,1,5,3,2,60,138,8,49,0,0,9,21,8,19,1,0,1,0,0,0
8470606,2020,Dustin Brown,L.A,R,49,863.7,1063,128,206,31,16,15,10,5,10,85,11,31,2,2,9,18,15,30,10,8,2,0,0,0
8474586,2020,Jordan Eberle,NYI,R,55,921.47,1118,128,203,33,16,17,9,8,18,30,15,15,3,4,8,16,11,22,5,1,4,0,0,0
8477496,2020,Elias Lindholm,CGY,C,56,1114.22,1430,130,202,47,19,28,12,16,34,53,30,26,509,482,11,22,12,26,14,5,9,1,0,1
8475744,2020,Evgeny Kuznetsov,WSH,C,41,679.45,852,78,122,29,9,20,13,7,18,21,16,19,204,289,9,18,5,10,7,1,6,0,0,0
8478446,2020,Glenn Gawdin,CGY,C,7,48.47,77,1,5,1,0,1,1,0,1,12,3,0,19,16,0,0,1,2,0,0,0,0,0,0
8477384,2020,Josh Brown,OTT,D,26,367.65,499,8,31,1,0,1,1,0,40,71,3,15,0,0,12,30,7,20,0,0,0,0,0,0
8475793,2020,Ryan Johansen,NSH,C,48,812.92,1009,67,105,21,7,14,7,7,16,43,13,20,424,398,11,22,6,12,7,3,4,0,0,0
8469455,2020,Jason Spezza,TOR,C,54,595.57,913,81,138,30,10,20,15,5,10,26,15,28,276,208,3,6,7,14,4,1,3,0,0,0
8473564,2020,Michael Frolik,MTL,R,8,91.57,115,14,25,0,0,0,0,0,1,9,2,1,6,4,0,0,1,2,0,0,0,0,0,0
8478469,2020,Thomas Chabot,OTT,D,49,1287.92,1307,120,241,31,6,25,17,8,72,68,18,82,0,0,17,36,9,22,5,0,5,0,0,0
8480944,2020,Par Lindholm,BOS,C,1,12.92,17,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
8476469,2020,Joel Armia,MTL,R,41,602.75,851,73,123,14,7,7,5,2,13,86,18,18,7,16,4,10,8,16,1,1,0,2,1,1
8478399,2020,Jonas Siegenthaler,N.J,D,15,234.25,292,7,29,0,0,0,0,0,17,20,3,10,0,0,2,4,1,2,0,0,0,0,0,0
8478495,2020,Denis Gurianov,DAL,R,55,871.73,1188,130,251,30,12,18,10,8,12,63,18,29,0,1,8,21,11,25,8,4,4,0,0,0
8480293,2020,Wyatt Kalynuk,CHI,D,21,341.7,419,26,48,9,4,5,2,3,21,25,2,17,0,0,2,4,0,0,0,0,0,0,0,0
8476880,2020,Tom Wilson,WSH,R,47,777.3,1024,83,138,32,13,19,14,5,25,105,20,16,11,15,22,56,20,52,7,3,4,1,1,0
8478451,2020,Ethan Bear,EDM,D,43,772.35,945,53,100,8,2,6,2,4,55,31,13,41,0,0,7,14,8,18,0,0,0,0,0,0
8477919,2020,Frederick Gaudreau,PIT,C,19,248.22,375,20,35,10,2,8,3,5,9,9,14,4,87,75,1,2,0,0,0,0,0,1,0,1
8477504,2020,Josh Morrissey,WPG,D,56,1319.77,1512,116,246,21,4,17,8,9,86,78,14,42,0,0,11,25,3,9,8,1,7,0,0,0
8476779,2020,Brad Hunt,MIN,D,12,148,185,14,31,1,1,0,0,0,6,4,2,1,0,0,2,4,0,0,0,0,0,0,0,0
8476887,2020,Filip Forsberg,NSH,L,39,713.93,842,128,212,32,12,20,9,11,14,47,22,21,2,5,8,16,8,16,12,2,10,0,0,0
8480448,2020,Parker Kelly,OTT,C,1,7.53,12,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8480160,2020,Radim Simek,S.J,D,40,568.5,785,26,50,6,2,4,1,3,49,76,7,13,0,0,6,15,7,17,0,0,0,0,0,0
8477220,2020,Nate Schmidt,VAN,D,54,1085.55,1311,76,159,15,5,10,8,2,72,15,18,68,0,0,2,4,1,2,0,0,0,0,0,0
8474230,2020,Micheal Haley,OTT,L,4,24.17,38,0,1,0,0,0,0,0,0,10,0,0,0,1,1,5,1,5,0,0,0,0,0,0
8478488,2020,Filip Chlapik,OTT,C,1,7.18,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477939,2020,William Nylander,TOR,R,51,846.63,1056,133,217,42,17,25,16,9,15,12,30,41,13,10,8,16,10,20,11,4,7,0,0,0
8474056,2020,P.K. Subban,N.J,D,44,984.55,1151,99,195,19,5,14,9,5,46,41,12,45,0,0,12,26,3,6,4,1,3,0,0,0
8481629,2020,Olle Alsing,OTT,D,4,43.32,65,1,3,0,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
8475314,2020,Anders Lee,NYI,L,27,473.13,574,80,117,19,12,7,5,2,13,39,7,9,63,65,6,12,6,12,4,3,1,0,0,0
8480829,2020,Jesperi Kotkaniemi,MTL,C,56,828.05,1090,87,158,20,5,15,9,6,27,84,33,24,263,285,6,12,8,16,4,0,4,0,0,0
8480172,2020,Jan Rutta,T.B,D,35,562.95,739,46,102,8,0,8,4,4,31,30,1,11,0,0,11,22,6,14,0,0,0,2,0,2
8475868,2020,Anthony Bitetto,NYR,D,14,202.17,278,12,25,4,1,3,1,2,10,21,2,3,0,0,7,20,4,14,1,0,1,0,0,0
8480011,2020,Klim Kostin,STL,C,2,27.6,33,0,2,1,0,1,1,0,0,9,1,2,0,0,0,0,1,2,0,0,0,0,0,0
8479387,2020,Keaton Middleton,COL,D,3,27.92,41,2,5,0,0,0,0,0,1,4,0,3,0,0,2,4,0,0,0,0,0,0,0,0
8480849,2020,Barrett Hayton,ARI,C,14,160.85,224,10,20,3,2,1,0,1,3,15,4,4,40,40,0,0,3,6,0,0,0,0,0,0
8480018,2020,Nick Suzuki,MTL,C,56,1018.17,1271,110,204,41,15,26,17,9,38,70,30,41,350,446,13,26,14,28,12,4,8,2,1,1
8474818,2020,Jordie Benn,WPG,D,39,575.45,779,45,92,10,1,9,5,4,51,19,5,19,0,0,3,9,1,5,0,0,0,0,0,0
8479323,2020,Adam Fox,NYR,D,55,1357.23,1559,102,181,47,5,42,19,23,102,23,38,36,0,1,7,14,5,10,22,2,20,2,1,1
8475754,2020,Brock Nelson,NYI,C,56,998.83,1263,121,206,33,18,15,10,5,26,36,22,26,351,356,6,14,7,14,9,7,2,0,0,0
8475958,2020,Michael Sgarbossa,WSH,C,5,48.98,66,4,5,2,0,2,0,2,2,1,4,0,10,19,0,0,0,0,0,0,0,0,0,0
8481540,2020,Cole Caufield,MTL,R,10,139.6,191,30,56,5,4,1,1,0,0,3,3,4,0,0,1,2,1,2,0,0,0,0,0,0
8475461,2020,Andrew Agozzino,ANA,L,3,36.53,52,3,5,1,0,1,1,0,7,6,0,1,16,16,0,0,0,0,0,0,0,0,0,0
8475462,2020,Radko Gudas,FLA,D,54,949.18,1283,84,167,11,2,9,2,7,71,244,14,32,0,0,14,40,13,38,0,0,0,0,0,0
8478414,2020,Timo Meier,S.J,R,54,867.15,1098,155,298,31,12,19,10,9,24,75,22,25,9,20,11,22,16,32,9,2,7,0,0,0
8478443,2020,Brandon Carlo,BOS,D,27,505.13,656,43,90,4,3,1,0,1,35,38,6,8,0,0,6,12,3,6,0,0,0,0,0,0
8477955,2020,Jared McCann,PIT,L,43,606.9,854,94,157,32,14,18,12,6,17,40,21,14,56,73,4,8,12,24,10,7,3,0,0,0
8481546,2020,Cam York,PHI,D,3,59.35,76,1,6,0,0,0,0,0,2,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0
8478043,2020,Sam Lafferty,PIT,R,34,332.38,511,33,57,6,0,6,3,3,11,89,7,6,54,50,11,25,7,17,0,0,0,0,0,0
8480064,2020,Josh Norris,OTT,C,56,922.23,1248,96,168,35,17,18,8,10,34,72,17,28,379,345,5,13,10,25,11,4,7,0,0,0
8478415,2020,Jakub Zboril,BOS,D,42,716.78,1009,35,82,9,0,9,4,5,33,63,6,14,0,0,10,18,6,12,2,0,2,0,0,0
8479346,2020,Dillon Dube,CGY,C,51,695.62,947,84,156,22,11,11,6,5,14,59,15,32,9,8,10,20,10,20,2,2,0,0,0,0
8478099,2020,Kevin Labanc,S.J,R,55,903.27,1097,128,228,28,12,16,11,5,15,61,17,24,0,1,14,31,15,33,3,0,3,0,0,0
8473533,2020,Jordan Staal,CAR,C,53,978.93,1296,103,168,38,16,22,10,12,24,135,15,21,630,456,15,30,8,16,13,7,6,1,0,1
8475722,2020,Jason Zucker,PIT,L,38,596.13,811,67,119,18,9,9,6,3,15,69,18,13,3,7,9,21,7,17,4,1,3,0,0,0
8475213,2020,Drew Shore,CAR,C,4,33.97,48,3,4,0,0,0,0,0,0,2,1,0,3,12,1,2,0,0,0,0,0,0,0,0
8479329,2020,Frederic Allard,NSH,D,1,16.98,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480221,2020,Drake Rymsha,L.A,C,1,13.27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476923,2020,Damon Severson,N.J,D,56,1258.07,1453,91,195,21,3,18,10,8,50,57,23,52,0,0,13,29,7,17,4,0,4,1,0,1
8477937,2020,Jake Virtanen,VAN,R,38,465.6,760,50,98,5,5,0,0,0,12,83,15,11,9,4,13,31,10,23,1,1,0,0,0,0
8471769,2020,Niklas Hjalmarsson,ARI,D,41,711.78,921,29,67,5,0,5,4,1,68,15,10,28,0,0,9,18,3,6,0,0,0,0,0,0
8475209,2020,Richard Panik,DET,R,48,593.55,794,59,104,13,4,9,5,4,21,70,16,15,6,8,9,18,8,16,1,1,0,0,0,0
8474590,2020,John Carlson,WSH,D,52,1236.62,1364,128,251,44,10,34,17,17,69,52,24,21,0,0,6,12,4,8,14,3,11,0,0,0
8471794,2020,Darren Helm,DET,L,47,690.35,922,83,130,8,3,5,2,3,21,39,13,10,6,3,5,10,10,20,0,0,0,0,0,0
